Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
656314053bc246c47feeed66,6516ff4cda6f1e36fd05b1cc,APPROVED,2023-11-26T09:46:57.965000Z,2023-11-26T09:58:57.020000Z,2023-11-26T09:58:57.615000Z,2023-11-26T09:58:57.553414Z,720.0,C871QPIG,95,"Arabic, English, French, German",28,Female,Other,Tunisia,Germany,Tunisia,Arabic,No,Full-Time
656314294d363e786bc5dc85,60060089125e50636ad6719e,APPROVED,2023-11-26T09:47:26.162000Z,2023-11-26T09:54:21.377000Z,2023-11-26T09:54:21.919000Z,2023-11-26T09:54:21.856920Z,416.0,C871QPIG,1315,"English, German",26,Female,White,Germany,Germany,Germany,German,Yes,Part-Time
65631438e4f5a268a959e119,65170641ac562bb61fb8e647,APPROVED,2023-11-26T09:47:36.066000Z,2023-11-26T10:01:09.886000Z,2023-11-26T10:01:10.461000Z,2023-11-26T10:01:10.395477Z,814.0,C871QPIG,63,"English, German",29,Male,White,Germany,Germany,Germany,German,No,Full-Time
656314d781a59126918ac043,63eb38339e72d01818aeb71b,APPROVED,2023-11-26T09:50:15.617000Z,2023-11-26T09:55:18.483000Z,2023-11-26T09:55:19.026000Z,2023-11-26T09:55:18.968009Z,303.0,C871QPIG,521,"German, English",35,Male,White,Germany,Germany,Germany,German,No,Full-Time
656314dd7a99049d2262004b,627ebd9631484f9b3b6aa811,APPROVED,2023-11-26T09:50:26.687000Z,2023-11-26T09:54:35.093000Z,2023-11-26T09:54:35.678000Z,2023-11-26T09:54:35.620996Z,249.0,C871QPIG,343,"German, English",25,Male,White,Germany,Germany,Germany,German,Yes,Part-Time
656314e5c580f1305d0a47fb,6516d3d61888082c45b2e8b4,APPROVED,2023-11-26T09:50:36.010000Z,2023-11-26T09:55:04.924000Z,2023-11-26T09:55:05.511000Z,2023-11-26T09:55:05.450808Z,269.0,C871QPIG,75,"English, German",30,Male,White,Germany,Germany,Germany,German,No,Full-Time
656314f4102822f13aa7420c,6561ff666e87c03638f8fb11,APPROVED,2023-11-26T09:50:49.282000Z,2023-11-26T10:02:07.637000Z,2023-11-26T10:02:08.263000Z,2023-11-26T10:02:08.198335Z,679.0,C871QPIG,2,"English, German",31,Male,White,Germany,Germany,Germany,German,No,Part-Time
6563150527dc5d95e0cabfc9,6427068bce4fc1aa335ad025,APPROVED,2023-11-26T09:56:40.830000Z,2023-11-26T10:10:59.739000Z,2023-11-26T10:11:00.359000Z,2023-11-26T10:11:00.293093Z,859.0,C871QPIG,288,"German, English",28,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
6563151e2d4f1e21cfc8026e,6533fca6a20c492a2baf878e,APPROVED,2023-11-26T09:51:26.679000Z,2023-11-26T10:12:08.990000Z,2023-11-26T10:12:09.489000Z,2023-11-26T10:12:09.429726Z,1243.0,C871QPIG,28,"English, German, Turkish",28,Male,White,Turkey,Germany,Turkey,Turkish,Yes,Part-Time
6563151f7b0bdeeb9e5a9cc4,654f8a5223a7adbcc4224b7a,APPROVED,2023-11-26T09:53:29.681000Z,2023-11-26T10:03:14.713000Z,2023-11-26T10:03:16.421000Z,2023-11-26T10:03:15.197039Z,586.0,C871QPIG,9,"German, English",20,Male,White,Germany,Germany,Germany,German,Yes,Full-Time
6563155de859fe9d4d59f4ed,5cddd8482f24b70018d1a57d,APPROVED,2023-11-26T09:52:40.034000Z,2023-11-26T09:58:31.470000Z,2023-11-26T09:58:31.988000Z,2023-11-26T09:58:31.924196Z,352.0,C871QPIG,435,German,33,Female,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
656315628fbbc31e12424504,651c02cd725ed8394f32b100,APPROVED,2023-11-26T09:52:39.126000Z,2023-11-26T10:06:21.958000Z,2023-11-26T10:06:22.495000Z,2023-11-26T10:06:22.442723Z,823.0,C871QPIG,14,"English, German, Vietnamese",22,Male,Asian,Vietnam,Germany,Vietnam,Vietnamese,Yes,Unemployed (and job seeking)
65631574ba9e145a221eee9e,6522a8e9be0048650e98022f,APPROVED,2023-11-26T09:52:56.667000Z,2023-11-26T09:58:39.284000Z,2023-11-26T09:58:39.859000Z,2023-11-26T09:58:39.760372Z,343.0,C871QPIG,52,"Turkish, English, German, Arabic",41,Male,Mixed,Turkey,Germany,Turkey,German,No,Full-Time
65631577d1a9b204bab3778d,615043f81a9464fc0e5a87bf,APPROVED,2023-11-26T09:52:59.629000Z,2023-11-26T10:01:54.596000Z,2023-11-26T10:01:55.079000Z,2023-11-26T10:01:55.017320Z,535.0,C871QPIG,325,"English, German",48,Male,White,Germany,Germany,Germany,German,No,Full-Time
6563159f62f94e46115fb2e6,65193b2cc4118007d8a796ea,APPROVED,2023-11-26T09:55:28.046000Z,2023-11-26T10:03:11.716000Z,2023-11-26T10:03:12.292000Z,2023-11-26T10:03:12.214821Z,464.0,C871QPIG,45,"English, German",35,Male,Black,United Kingdom,Germany,Germany,English,No,Full-Time
656315a35b002a6ce8e41a3e,62d975b271ef86567275de5d,APPROVED,2023-11-26T09:53:41.035000Z,2023-11-26T10:00:36.660000Z,2023-11-26T10:00:37.355000Z,2023-11-26T10:00:37.286066Z,416.0,C871QPIG,846,"English, German",40,Male,Asian,Vietnam,Germany,Germany,German,No,Part-Time
656315a458fc1a695866033d,65410ad762a7e3c570b6273c,APPROVED,2023-11-26T09:53:40.584000Z,2023-11-26T10:06:56.709000Z,2023-11-26T10:06:57.220000Z,2023-11-26T10:06:57.157653Z,797.0,C871QPIG,51,"Turkish, German",34,Male,Asian,Germany,Germany,Turkey,Turkish,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
656315f1ba9e145a221eeeac,640b7f3428d986ad3da9ebcf,APPROVED,2023-11-26T09:54:57.164000Z,2023-11-26T10:11:14.127000Z,2023-11-26T10:11:14.733000Z,2023-11-26T10:11:14.663097Z,977.0,C871QPIG,290,"German, English",24,Female,White,Germany,Germany,Germany,German,No,Due to start a new job within the next month
6563160143463427fd171220,6557a4773de851eb1d499ff9,APPROVED,2023-11-26T09:56:15.924000Z,2023-11-26T10:08:22.322000Z,2023-11-26T10:08:22.924000Z,2023-11-26T10:08:22.839720Z,727.0,C871QPIG,21,"English, German, Spanish",26,Female,White,Germany,Germany,Germany,German,Yes,Other
656316163bc246c47feeed85,64fee13e6324ea4884bcc9db,APPROVED,2023-11-26T09:56:18.418000Z,2023-11-26T10:03:29.961000Z,2023-11-26T10:03:30.475000Z,2023-11-26T10:03:30.415454Z,432.0,C871QPIG,67,"German, English",32,Male,White,Germany,Germany,Germany,German,Yes,Full-Time
6563162ea133ad6b617aa647,60abc3403e12133c30deb41f,APPROVED,2023-11-26T09:56:01.910000Z,2023-11-26T10:00:34.774000Z,2023-11-26T10:00:35.311000Z,2023-11-26T10:00:35.252527Z,273.0,C871QPIG,214,"English, Dutch, German",28,Male,White,Germany,Germany,Germany,German,Yes,Full-Time
6563165d07bb3c72f8a74230,63b6be975097f6e31872fc0e,APPROVED,2023-11-26T09:56:45.802000Z,2023-11-26T10:03:45.767000Z,2023-11-26T10:03:46.270000Z,2023-11-26T10:03:46.202016Z,420.0,C871QPIG,490,"English, German",27,Male,White,Germany,Germany,Germany,German,Yes,Part-Time
6563166bd1d5261a1559f686,652d579562534eea9bbd7337,APPROVED,2023-11-26T09:57:07.817000Z,2023-11-26T10:18:50.802000Z,2023-11-26T10:18:51.367000Z,2023-11-26T10:18:51.275800Z,1303.0,C871QPIG,27,"German, English",43,Female,White,Germany,Germany,Germany,German,No,Part-Time
65631690970350a7d45fb213,5a7fab56f49c9a0001f3549e,APPROVED,2023-11-26T09:57:45.771000Z,2023-11-26T10:07:12.808000Z,2023-11-26T10:07:13.367000Z,2023-11-26T10:07:13.304326Z,568.0,C871QPIG,2687,"English, German, Spanish, Dutch",31,Male,White,Germany,Germany,Germany,German,No,Full-Time
656316f7736ba20cacd64dca,6526a2a40ce1608344c552bc,APPROVED,2023-11-26T09:59:23.700000Z,2023-11-26T10:13:47.269000Z,2023-11-26T10:13:47.840000Z,2023-11-26T10:13:47.778937Z,864.0,C871QPIG,67,"German, Turkish, English",31,Female,Asian,Austria,Germany,Austria,Turkish,No,Full-Time
6563175ce2a7fcf034bf54b2,652680aaf06124cc46807a30,APPROVED,2023-11-26T10:01:08.817000Z,2023-11-26T10:11:49.525000Z,2023-11-26T10:11:50.080000Z,2023-11-26T10:11:50.027775Z,641.0,C871QPIG,66,"English, German",46,Male,White,Germany,Germany,Germany,German,No,Full-Time
6563175cc580f1305d0a4859,6529483ef2abe408d574860a,APPROVED,2023-11-26T10:01:15.939000Z,2023-11-26T10:14:26.071000Z,2023-11-26T10:14:26.698000Z,2023-11-26T10:14:26.629242Z,791.0,C871QPIG,42,"English, German, Turkish",31,Male,Asian,Turkey,Germany,Turkey,Turkish,No,Unemployed (and job seeking)
6563178bd1d5261a1559f6a1,647655dfd55c07c30b1537ab,APPROVED,2023-11-26T10:01:50.756000Z,2023-11-26T10:09:03.006000Z,2023-11-26T10:09:03.545000Z,2023-11-26T10:09:03.484984Z,433.0,C871QPIG,21,"German, English",23,Male,White,Germany,Germany,Germany,German,No,Full-Time
65631792ba9e145a221eeedc,628001fc615d598b23b85c6c,APPROVED,2023-11-26T10:01:54.334000Z,2023-11-26T10:35:19.548000Z,2023-11-26T10:35:20.049000Z,2023-11-26T10:35:19.977493Z,2006.0,C871QPIG,127,"English, German, Portuguese",25,Male,White,Brazil,Germany,Brazil,Portuguese,Yes,DATA_EXPIRED
6563179304ff9019381eec04,60ff16c186d2024641575b61,APPROVED,2023-11-26T10:01:55.213000Z,2023-11-26T10:08:32.309000Z,2023-11-26T10:08:32.880000Z,2023-11-26T10:08:32.822100Z,398.0,C871QPIG,998,"English, German, Hindi, Telugu",30,Male,Asian,India,Germany,India,English,Yes,Part-Time
65631798e859fe9d4d59f521,64e74f0c7ba1863371602661,APPROVED,2023-11-26T10:02:11.719000Z,2023-11-26T10:09:21.753000Z,2023-11-26T10:09:22.296000Z,2023-11-26T10:09:22.240425Z,431.0,C871QPIG,37,"English, German",31,Male,White,Germany,Germany,Germany,German,No,Part-Time
656317a5970350a7d45fb23b,6516d85620c0017a8db27afc,APPROVED,2023-11-26T10:02:18.872000Z,2023-11-26T10:12:47.226000Z,2023-11-26T10:12:47.823000Z,2023-11-26T10:12:47.762988Z,629.0,C871QPIG,56,"English, French, German, Turkish",27,Male,Asian,Germany,Germany,Germany,German,Yes,Part-Time
656317d6ae2f0355e17aa5d7,6488afe97766c9083ffc3171,APPROVED,2023-11-26T10:03:05.866000Z,2023-11-26T10:07:16.098000Z,2023-11-26T10:07:16.652000Z,2023-11-26T10:07:16.590151Z,251.0,C871QPIG,231,"English, German",20,Male,White,Germany,Germany,Germany,German,Yes,Other
656317d9412013dde08ac33e,60993696b2cca36f8aafd770,APPROVED,2023-11-26T10:03:05.117000Z,2023-11-26T10:13:24.545000Z,2023-11-26T10:13:25.152000Z,2023-11-26T10:13:25.093739Z,620.0,C871QPIG,1345,"English, German",40,Female,White,Germany,Germany,Germany,German,No,Full-Time
656317e3df7148db86007ca9,5eba6fc91d81a61c57e844ec,APPROVED,2023-11-26T10:03:20.298000Z,2023-11-26T10:19:51.785000Z,2023-11-26T10:19:52.371000Z,2023-11-26T10:19:52.309486Z,992.0,C871QPIG,18,"German, English",23,Male,White,Germany,Germany,Germany,German,No,DATA_EXPIRED
656317e7d974b22ef85aa154,64401523970682e1282c8682,APPROVED,2023-11-26T10:03:22.042000Z,2023-11-26T10:10:48.736000Z,2023-11-26T10:10:49.468000Z,2023-11-26T10:10:49.401635Z,447.0,C871QPIG,255,"German, English",28,Male,White,Germany,Germany,Germany,German,No,Part-Time
656317fb28c4121b6401c6f7,65033f53e04273a8ae24c2c7,APPROVED,2023-11-26T10:03:42.105000Z,2023-11-26T10:11:43.746000Z,2023-11-26T10:11:44.288000Z,2023-11-26T10:11:44.222393Z,482.0,C871QPIG,55,"English, German",21,Male,White,Germany,Germany,Germany,German,No,Full-Time
6563181549d17889d8a5faa3,604b169fe4b7991ec08da3a6,APPROVED,2023-11-26T10:04:08.077000Z,2023-11-26T10:25:54.485000Z,2023-11-26T10:25:55.013000Z,2023-11-26T10:25:54.945608Z,1307.0,C871QPIG,2297,"English, German",32,Male,White,Russian Federation,Germany,Germany,German,No,Full-Time
65631847ba9e145a221eeefc,5dca6acb45b8f97464410663,APPROVED,2023-11-26T10:04:57.684000Z,2023-11-26T10:29:39.188000Z,2023-11-26T10:29:39.708000Z,2023-11-26T10:29:39.637666Z,1482.0,C871QPIG,1182,"English, German, French",35,Male,White,Germany,Germany,Germany,German,No,Full-Time
6563187a58fc1a695866039f,65170df8def70fb50be8068e,APPROVED,2023-11-26T10:05:51.043000Z,2023-11-26T10:29:57.519000Z,2023-11-26T10:29:58.162000Z,2023-11-26T10:29:58.099105Z,1447.0,C871QPIG,26,"German, Italian, Turkish, Spanish, French",23,Male,White,Turkey,Germany,Turkey,English,Yes,Part-Time
6563188cae2f0355e17aa5f1,5c258d9a3217420001e6bdf4,APPROVED,2023-11-26T10:06:08.758000Z,2023-11-26T10:14:08.537000Z,2023-11-26T10:14:09.128000Z,2023-11-26T10:14:09.063514Z,480.0,C871QPIG,563,"German, English",40,Male,White,Germany,Germany,Germany,German,Yes,Part-Time
6563189eaff167a83105c419,651d24fb72134a07d2708049,APPROVED,2023-11-26T10:06:50.138000Z,2023-11-26T10:12:34.703000Z,2023-11-26T10:12:35.209000Z,2023-11-26T10:12:35.143488Z,345.0,C871QPIG,63,"English, German",26,Male,White,Germany,Germany,Germany,German,No,Full-Time
656319996e59ef440f007b06,638e2654a069e9c741d21ce3,APPROVED,2023-11-26T10:10:36.684000Z,2023-11-26T10:19:25.988000Z,2023-11-26T10:19:26.533000Z,2023-11-26T10:19:26.465794Z,530.0,C871QPIG,177,"English, German, Chinese, French, Other, Russian",25,Female,Asian,Kazakhstan,Germany,Kazakhstan,Russian,Yes,Unemployed (and job seeking)
656319ada06315d4ecfae4dd,63cfbea470ab1bba9db30082,APPROVED,2023-11-26T10:10:55.618000Z,2023-11-26T10:14:02.836000Z,2023-11-26T10:14:03.397000Z,2023-11-26T10:14:03.336766Z,188.0,C871QPIG,279,"English, German, Vietnamese",21,Male,Asian,Vietnam,Germany,Vietnam,Vietnamese,Yes,Unemployed (and job seeking)
656319b76752019f98cf6dc5,63dfd4fb58435f30c7e5b04b,APPROVED,2023-11-26T10:11:07.579000Z,2023-11-26T10:18:08.735000Z,2023-11-26T10:18:09.279000Z,2023-11-26T10:18:09.210277Z,422.0,C871QPIG,670,"English, German, Spanish",31,Male,White,Germany,Germany,Germany,German,Yes,Part-Time
65631a42ccad598917c994a0,61123681461c3abe26ab1bd3,APPROVED,2023-11-26T10:13:26.983000Z,2023-11-26T10:24:13.301000Z,2023-11-26T10:24:13.824000Z,2023-11-26T10:24:13.736869Z,647.0,C871QPIG,1131,"German, English, Chinese",36,Male,Asian,China,Germany,Germany,German,Yes,Part-Time
65631a5843463427fd1712ab,5ec3f04b131a0b09ebac091d,APPROVED,2023-11-26T10:13:44.540000Z,2023-11-26T10:21:58.160000Z,2023-11-26T10:21:58.670000Z,2023-11-26T10:21:58.601740Z,494.0,C871QPIG,1033,"German, Greek, English",34,Female,White,Greece,Germany,Greece,Greek,No,Full-Time
65631a5aba9e145a221eef5d,6559eb6c636ef499cb5e1f85,APPROVED,2023-11-26T10:13:52.405000Z,2023-11-26T10:27:39.263000Z,2023-11-26T10:27:44.789000Z,2023-11-26T10:27:39.715974Z,827.0,C871QPIG,9,"German, English",19,Male,White,Germany,Germany,Germany,German,Yes,Full-Time
65631a638fbbc31e1242459a,613ba1090afacfa15f8af1a5,APPROVED,2023-11-26T10:14:00.619000Z,2023-11-26T10:19:17.386000Z,2023-11-26T10:19:17.896000Z,2023-11-26T10:19:17.836199Z,317.0,C871QPIG,673,"English, German",26,Female,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
65631ab84d363e786bc5dd37,63b87d2c9edd47ad702413a1,APPROVED,2023-11-26T10:15:24.736000Z,2023-11-26T10:27:39.131000Z,2023-11-26T10:27:39.699000Z,2023-11-26T10:27:39.643089Z,735.0,C871QPIG,600,"English, German",24,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
65631acf58fc1a69586603d8,5fbe72941cf1d201bc50c1d4,APPROVED,2023-11-26T10:15:47.772000Z,2023-11-26T10:21:53.044000Z,2023-11-26T10:21:53.546000Z,2023-11-26T10:21:53.491012Z,366.0,C871QPIG,1388,"English, German",36,Female,White,Germany,Germany,Germany,German,No,Part-Time
65631acfbfe8503102600732,63df5291363a42f49e4a7ed1,APPROVED,2023-11-26T10:15:47.936000Z,2023-11-26T10:27:37.190000Z,2023-11-26T10:27:37.707000Z,2023-11-26T10:27:37.645941Z,710.0,C871QPIG,122,"English, German",25,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
65631b2ce817db3fa10a4864,627c9adcf5e3579f7b45be06,APPROVED,2023-11-26T10:17:18.995000Z,2023-11-26T10:25:56.359000Z,2023-11-26T10:25:56.864000Z,2023-11-26T10:25:56.783323Z,518.0,C871QPIG,165,"English, German",32,Male,White,Germany,Germany,Germany,German,No,DATA_EXPIRED
65631b98102822f13aa742ab,650ee297398c1bbc2fc5af4e,APPROVED,2023-11-26T10:20:20.920000Z,2023-11-26T10:26:28.449000Z,2023-11-26T10:26:28.999000Z,2023-11-26T10:26:28.928639Z,368.0,C871QPIG,63,"English, French, German",19,Female,White,Germany,Germany,Germany,German,Yes,Part-Time
65631ba26e59ef440f007b50,65224dc9c3fed0282f24a009,APPROVED,2023-11-26T10:19:21.585000Z,2023-11-26T10:26:44.474000Z,2023-11-26T10:26:44.975000Z,2023-11-26T10:26:44.912289Z,443.0,C871QPIG,34,"English, German, Turkish",28,Male,Mixed,Turkey,Germany,Turkey,Turkish,No,DATA_EXPIRED
65631bcf39993ffa840e74d3,6157117c2d9f999c00bde7f1,APPROVED,2023-11-26T10:20:05.032000Z,2023-11-26T10:26:18.811000Z,2023-11-26T10:26:19.288000Z,2023-11-26T10:26:19.219273Z,374.0,C871QPIG,134,"German, English, French",32,Male,White,Germany,Germany,Germany,German,No,Full-Time
65631c12bbbe0dc4b89aecd3,60513ec07ee46769ed029be4,APPROVED,2023-11-26T10:21:16.641000Z,2023-11-26T10:37:57.557000Z,2023-11-26T10:37:58.120000Z,2023-11-26T10:37:58.057037Z,1001.0,C871QPIG,1786,"German, English",35,Male,White,United States,Germany,Germany,German,No,Full-Time
65631c2519bb4cecffc7fe69,6517b5f6fccf8981620a9713,APPROVED,2023-11-26T10:21:30.954000Z,2023-11-26T10:39:41.824000Z,2023-11-26T10:39:42.442000Z,2023-11-26T10:39:42.379142Z,1091.0,C871QPIG,51,"German, Polish, English",31,Male,White,Germany,Germany,Germany,German,No,Full-Time
65631c4307bb3c72f8a74308,653fc170f1c137b5cd8bcb41,APPROVED,2023-11-26T10:21:55.311000Z,2023-11-26T10:30:33.543000Z,2023-11-26T10:30:34.057000Z,2023-11-26T10:30:33.991142Z,519.0,C871QPIG,36,"German, English",25,Male,White,Germany,Germany,Germany,German,Yes,Part-Time
65631c7462f94e46115fb3e3,60207652caa62b6a34ff96dc,APPROVED,2023-11-26T10:22:47.849000Z,2023-11-26T10:34:51.088000Z,2023-11-26T10:34:51.725000Z,2023-11-26T10:34:51.661866Z,724.0,C871QPIG,1645,"German, English",24,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
65631c7562f94e46115fb3e4,646f3d6f312e8a3ef1e36317,APPROVED,2023-11-26T10:22:45.234000Z,2023-11-26T10:27:40.831000Z,2023-11-26T10:27:41.402000Z,2023-11-26T10:27:41.342462Z,296.0,C871QPIG,318,"English, German",27,Male,White,Germany,Germany,Germany,German,No,Full-Time
65631c7de2a7fcf034bf556e,6505bf98d203c5d5fa787ba9,APPROVED,2023-11-26T10:22:55.579000Z,2023-11-26T10:31:08.481000Z,2023-11-26T10:31:14.062000Z,2023-11-26T10:31:08.986577Z,493.0,C871QPIG,51,"English, German",30,Male,White,Germany,Germany,Germany,German,No,Full-Time
65631cd87bcd810f66b37320,60fd19bb0d1f1d54adccc4fa,APPROVED,2023-11-26T10:24:26.400000Z,2023-11-26T10:29:26.894000Z,2023-11-26T10:29:27.573000Z,2023-11-26T10:29:27.500447Z,301.0,C871QPIG,372,"English, German",20,Female,White,Germany,Germany,Germany,German,No,Unemployed (and job seeking)
65631cf00a5feb37d7a5f6fd,6543cc190d944ce166cd9558,APPROVED,2023-11-26T10:24:52.302000Z,2023-11-26T10:36:28.025000Z,2023-11-26T10:36:28.547000Z,2023-11-26T10:36:28.479379Z,696.0,C871QPIG,10,"English, German, French, Russian, Serbian",18,Male,White,Germany,Germany,Germany,German,Yes,Other
